movement_id,product_id,movement_date,movement_type,quantity,warehouse,unit_cost,notes
5925,43,2024-10-01 10:51:32.616010,Adjustment,-43,Warehouse_C,304.69,Regular movement
5926,377,2025-08-01 10:51:32.616078,Adjustment,41,Warehouse_C,305.35,Clearance
5927,266,2025-03-28 10:51:32.616148,Sale,-30,Warehouse_B,154.27,New arrival
5928,181,2025-07-19 10:51:32.616216,Return,92,Warehouse_C,467.48,Seasonal stock
5929,32,2024-12-29 10:51:32.616284,Sale,24,Warehouse_B,424.42,Regular movement
5930,353,2025-01-21 10:51:32.616351,Adjustment,-2,Warehouse_C,108.81,Regular movement
5931,161,2025-02-26 10:51:32.616419,Purchase,-58,Warehouse_A,158.28,Clearance
5932,418,2025-07-17 10:51:32.616486,Sale,-89,Warehouse_C,117.53,Clearance
5933,32,2024-10-17 10:51:32.616553,Purchase,-89,Warehouse_C,424.42,Seasonal stock
5934,86,2024-09-17 10:51:32.616621,Purchase,-1,Warehouse_A,312.73,New arrival
5935,312,2025-07-21 10:51:32.616688,Return,-29,Warehouse_A,460.22,Seasonal stock
5936,78,2024-09-10 10:51:32.616756,Adjustment,75,Warehouse_B,296.3,Clearance
5937,366,2025-04-07 10:51:32.616823,Return,-47,Warehouse_A,496.81,New arrival
5938,59,2025-04-21 10:51:32.616892,Purchase,-82,Warehouse_A,318.93,Seasonal stock
5939,370,2025-04-07 10:51:32.616958,Sale,-25,Warehouse_B,431.5,Seasonal stock
5940,312,2024-10-24 10:51:32.617030,Purchase,-32,Warehouse_C,460.22,Seasonal stock
5941,420,2024-10-25 10:51:32.617099,Sale,-59,Warehouse_B,86.49,New arrival
5942,59,2025-05-14 10:51:32.617167,Purchase,87,Warehouse_A,318.93,New arrival
5943,152,2024-12-06 10:51:32.617235,Adjustment,-62,Warehouse_C,121.58,New arrival
5944,119,2025-02-21 10:51:32.617302,Return,-9,Warehouse_A,33.51,Clearance
5945,424,2024-10-19 10:51:32.617370,Adjustment,78,Warehouse_C,27.78,Seasonal stock
5946,360,2025-07-27 10:51:32.617437,Sale,-2,Warehouse_B,85.83,Clearance
5947,303,2025-01-21 10:51:32.617505,Sale,-6,Warehouse_B,189.35,Clearance
5948,36,2025-08-04 10:51:32.617572,Purchase,-32,Warehouse_A,427.24,Regular movement
5949,495,2025-03-25 10:51:32.617640,Purchase,-96,Warehouse_C,324.95,New arrival
5950,178,2025-03-23 10:51:32.617707,Purchase,-4,Warehouse_A,298.49,New arrival
5951,307,2024-08-28 10:51:32.617773,Return,-76,Warehouse_C,37.69,Seasonal stock
5952,229,2025-01-27 10:51:32.617842,Adjustment,-74,Warehouse_B,295.86,New arrival
5953,109,2025-02-15 10:51:32.617910,Return,23,Warehouse_A,192.68,Seasonal stock
5954,452,2025-03-23 10:51:32.617978,Sale,0,Warehouse_C,354.56,Regular movement
5955,283,2024-10-23 10:51:32.618046,Purchase,-17,Warehouse_B,466.96,Clearance
5956,164,2024-12-22 10:51:32.618116,Purchase,14,Warehouse_B,299.79,Seasonal stock
5957,14,2024-10-05 10:51:32.618185,Return,32,Warehouse_C,467.76,Clearance
5958,310,2024-09-23 10:51:32.618255,Purchase,-3,Warehouse_A,413.61,Regular movement
5959,394,2024-10-06 10:51:32.618323,Sale,48,Warehouse_C,463.15,Seasonal stock
5960,440,2025-05-10 10:51:32.618392,Adjustment,-18,Warehouse_B,399.95,New arrival
5961,127,2024-09-18 10:51:32.618459,Return,-62,Warehouse_C,302.75,New arrival
5962,332,2024-11-22 10:51:32.618526,Adjustment,-4,Warehouse_C,81.29,Seasonal stock
5963,495,2025-02-21 10:51:32.618593,Adjustment,-49,Warehouse_A,324.95,Clearance
5964,362,2025-01-24 10:51:32.618660,Return,-34,Warehouse_A,214.94,Regular movement
5965,223,2024-11-13 10:51:32.618729,Adjustment,51,Warehouse_C,221.97,Seasonal stock
5966,90,2025-07-09 10:51:32.618796,Purchase,-51,Warehouse_B,229.1,Regular movement
5967,67,2025-01-15 10:51:32.618865,Sale,-75,Warehouse_A,415.99,Regular movement
5968,60,2025-03-07 10:51:32.618933,Adjustment,-81,Warehouse_B,15.42,Clearance
5969,40,2025-02-26 10:51:32.619000,Purchase,-13,Warehouse_B,179.91,Seasonal stock
5970,494,2025-05-16 10:51:32.619067,Return,-38,Warehouse_C,191.83,Seasonal stock
5971,211,2025-04-09 10:51:32.619137,Return,-71,Warehouse_C,37.57,Seasonal stock
5972,248,2024-08-19 10:51:32.619204,Return,-85,Warehouse_B,94.66,Clearance
5973,203,2024-10-06 10:51:32.619273,Sale,27,Warehouse_A,467.23,New arrival
5974,67,2024-09-06 10:51:32.619340,Sale,75,Warehouse_C,415.99,Regular movement
5975,197,2025-01-03 10:51:32.619409,Purchase,43,Warehouse_B,293.48,Clearance
5976,141,2025-03-17 10:51:32.619476,Sale,23,Warehouse_C,188.23,Regular movement
5977,362,2025-05-22 10:51:32.619546,Sale,-69,Warehouse_A,214.94,New arrival
5978,269,2025-03-11 10:51:32.619613,Adjustment,-27,Warehouse_A,451.25,Regular movement
5979,206,2025-02-27 10:51:32.619680,Purchase,-71,Warehouse_A,308.75,Regular movement
5980,40,2025-06-30 10:51:32.619942,Sale,13,Warehouse_B,179.91,Regular movement
5981,85,2025-03-13 10:51:32.620109,Adjustment,-97,Warehouse_A,45.1,Seasonal stock
5982,466,2024-09-22 10:51:32.620204,Sale,44,Warehouse_A,451.86,Seasonal stock
5983,26,2025-01-01 10:51:32.620285,Sale,64,Warehouse_A,490.45,Clearance
5984,412,2025-02-09 10:51:32.620365,Purchase,-44,Warehouse_B,7.54,Clearance
5985,430,2025-01-16 10:51:32.620442,Adjustment,56,Warehouse_B,32.68,New arrival
5986,487,2024-12-05 10:51:32.620516,Return,1,Warehouse_C,246.54,New arrival
5987,380,2025-02-21 10:51:32.620590,Adjustment,-46,Warehouse_C,6.85,Clearance
5988,142,2025-03-02 10:51:32.620662,Sale,-79,Warehouse_C,243.54,Regular movement
5989,375,2025-03-14 10:51:32.620736,Return,-47,Warehouse_A,318.03,Regular movement
5990,321,2024-09-23 10:51:32.620806,Purchase,-22,Warehouse_B,125.3,Clearance
5991,462,2024-11-05 10:51:32.620877,Sale,65,Warehouse_B,413.91,New arrival
5992,138,2025-01-30 10:51:32.620957,Purchase,-49,Warehouse_C,485.51,Seasonal stock
5993,229,2025-04-20 10:51:32.621033,Adjustment,96,Warehouse_B,295.86,New arrival
5994,12,2024-11-22 10:51:32.621102,Adjustment,82,Warehouse_A,191.21,Regular movement
5995,88,2025-06-25 10:51:32.621176,Sale,-10,Warehouse_B,89.09,Seasonal stock
5996,251,2025-06-29 10:51:32.621250,Sale,-35,Warehouse_C,302.09,Seasonal stock
5997,178,2025-06-05 10:51:32.621322,Return,-34,Warehouse_A,298.49,Seasonal stock
5998,343,2025-06-19 10:51:32.621394,Purchase,-58,Warehouse_C,305.96,New arrival
5999,138,2025-03-16 10:51:32.621465,Sale,11,Warehouse_B,485.51,Regular movement
6000,401,2024-11-14 10:51:32.621537,Return,-24,Warehouse_C,445.81,Seasonal stock
6001,77,2025-08-09 10:51:32.621613,Return,62,Warehouse_C,32.22,Seasonal stock
6002,462,2025-03-25 10:51:32.621682,Purchase,32,Warehouse_A,413.91,Clearance
6003,424,2024-09-18 10:51:32.621754,Purchase,-16,Warehouse_A,27.78,Seasonal stock
6004,178,2025-07-26 10:51:32.621825,Adjustment,94,Warehouse_A,298.49,Seasonal stock
6005,357,2024-11-07 10:51:32.621898,Purchase,19,Warehouse_C,376.95,Clearance
6006,26,2024-09-12 10:51:32.621971,Sale,53,Warehouse_C,490.45,Clearance
6007,130,2025-04-28 10:51:32.622041,Sale,19,Warehouse_A,178.91,Seasonal stock
6008,228,2024-10-06 10:51:32.622112,Sale,-96,Warehouse_A,272.97,Regular movement
6009,167,2025-05-04 10:51:32.622184,Purchase,50,Warehouse_A,129.45,Regular movement
6010,462,2025-08-15 10:51:32.622256,Purchase,-97,Warehouse_C,413.91,New arrival
6011,241,2025-04-01 10:51:32.622327,Purchase,-78,Warehouse_A,294.73,New arrival
6012,166,2025-04-11 10:51:32.622400,Adjustment,-43,Warehouse_C,131.54,New arrival
6013,349,2025-08-04 10:51:32.622471,Sale,79,Warehouse_B,360.72,Seasonal stock
6014,441,2025-01-03 10:51:32.622545,Purchase,90,Warehouse_A,424.75,Regular movement
6015,7,2025-02-23 10:51:32.622617,Return,62,Warehouse_C,5.84,New arrival
6016,143,2024-12-20 10:51:32.622686,Return,-94,Warehouse_B,392.38,New arrival
6017,433,2024-10-10 10:51:32.622754,Adjustment,-38,Warehouse_C,81.08,Regular movement
6018,498,2025-07-15 10:51:32.622822,Purchase,9,Warehouse_C,11.05,New arrival
6019,109,2024-12-11 10:51:32.622891,Adjustment,83,Warehouse_A,192.68,Seasonal stock
6020,399,2024-11-13 10:51:32.622960,Return,54,Warehouse_B,106.29,Regular movement
6021,201,2024-08-21 10:51:32.623030,Sale,-96,Warehouse_B,315.45,Regular movement
6022,425,2024-12-30 10:51:32.623097,Purchase,45,Warehouse_C,291.05,Clearance
6023,486,2025-02-04 10:51:32.623167,Adjustment,44,Warehouse_C,153.38,Seasonal stock
6024,96,2024-10-26 10:51:32.623236,Adjustment,-63,Warehouse_C,90.24,Seasonal stock
6025,135,2024-10-01 10:51:32.623306,Adjustment,-7,Warehouse_B,378.74,New arrival
6026,416,2025-01-03 10:51:32.623374,Sale,13,Warehouse_C,107.96,Clearance
6027,215,2025-01-16 10:51:32.623441,Sale,-48,Warehouse_A,326.91,Regular movement
6028,381,2024-12-17 10:51:32.623512,Adjustment,82,Warehouse_B,187.12,Clearance
6029,231,2025-08-02 10:51:32.623579,Return,-72,Warehouse_C,442.6,New arrival
6030,442,2024-12-14 10:51:32.623646,Purchase,78,Warehouse_B,14.84,Clearance
6031,345,2024-12-01 10:51:32.623716,Return,6,Warehouse_A,208.54,New arrival
6032,411,2025-07-08 10:51:32.623786,Return,84,Warehouse_C,155.61,Seasonal stock
6033,387,2025-04-13 10:51:32.623854,Purchase,52,Warehouse_A,478.29,Seasonal stock
6034,411,2025-06-13 10:51:32.623922,Adjustment,25,Warehouse_A,155.61,Clearance
6035,159,2025-06-21 10:51:32.623992,Return,-88,Warehouse_C,98.14,New arrival
6036,218,2024-11-22 10:51:32.624060,Adjustment,24,Warehouse_B,93.1,Seasonal stock
6037,153,2025-07-18 10:51:32.624129,Adjustment,-78,Warehouse_B,257.34,Regular movement
6038,427,2024-11-16 10:51:32.624199,Sale,90,Warehouse_C,419.13,New arrival
6039,356,2024-09-25 10:51:32.624272,Sale,-94,Warehouse_B,170.4,Clearance
6040,494,2025-03-18 10:51:32.624340,Sale,71,Warehouse_C,191.83,Clearance
6041,281,2025-07-04 10:51:32.624408,Purchase,11,Warehouse_A,447.56,Regular movement
6042,92,2024-12-27 10:51:32.624478,Purchase,-72,Warehouse_A,481.5,Clearance
6043,230,2025-06-14 10:51:32.624549,Purchase,-93,Warehouse_C,368.15,Clearance
6044,163,2024-11-01 10:51:32.624618,Purchase,27,Warehouse_B,223.88,Clearance
6045,89,2024-11-03 10:51:32.624691,Adjustment,-75,Warehouse_C,56.65,Seasonal stock
6046,138,2024-11-16 10:51:32.624760,Purchase,85,Warehouse_B,485.51,Regular movement
6047,362,2025-02-24 10:51:32.624833,Adjustment,-14,Warehouse_B,214.94,New arrival
6048,197,2024-12-04 10:51:32.624905,Return,30,Warehouse_B,293.48,Regular movement
6049,50,2025-01-02 10:51:32.624973,Adjustment,-67,Warehouse_B,479.1,New arrival
6050,416,2025-06-15 10:51:32.625042,Return,-98,Warehouse_C,107.96,Regular movement
6051,170,2025-07-23 10:51:32.625109,Sale,62,Warehouse_C,386.37,Regular movement
6052,66,2025-08-01 10:51:32.625177,Adjustment,21,Warehouse_A,251.45,Regular movement
6053,345,2025-03-02 10:51:32.625244,Adjustment,-57,Warehouse_A,208.54,Regular movement
6054,434,2024-10-10 10:51:32.625313,Purchase,-35,Warehouse_A,125.82,New arrival
6055,93,2025-01-06 10:51:32.625381,Purchase,6,Warehouse_A,196.87,Regular movement
6056,343,2025-02-16 10:51:32.625450,Purchase,-41,Warehouse_A,305.96,Regular movement
6057,107,2024-10-18 10:51:32.625517,Sale,36,Warehouse_A,9.84,New arrival
6058,229,2025-08-14 10:51:32.625584,Return,23,Warehouse_B,295.86,Regular movement
6059,47,2025-03-31 10:51:32.625657,Purchase,-96,Warehouse_B,497.26,Clearance
6060,385,2024-12-31 10:51:32.625725,Purchase,32,Warehouse_C,260.64,Seasonal stock
6061,446,2025-03-31 10:51:32.625794,Sale,25,Warehouse_C,497.97,Clearance
6062,351,2025-08-02 10:51:32.625865,Purchase,89,Warehouse_B,32.23,New arrival
6063,491,2024-12-30 10:51:32.625936,Adjustment,-45,Warehouse_A,412.21,Regular movement
6064,438,2025-02-04 10:51:32.626005,Purchase,86,Warehouse_B,207.9,Clearance
6065,462,2025-04-27 10:51:32.626072,Purchase,9,Warehouse_A,413.91,Regular movement
6066,353,2025-07-12 10:51:32.626142,Sale,58,Warehouse_A,108.81,Regular movement
6067,21,2025-06-27 10:51:32.626214,Return,99,Warehouse_A,350.25,Regular movement
6068,286,2024-12-05 10:51:32.626283,Sale,7,Warehouse_B,478.85,New arrival
6069,410,2025-05-30 10:51:32.626355,Sale,62,Warehouse_A,204.84,Clearance
6070,376,2025-07-30 10:51:32.626424,Return,-49,Warehouse_B,485.16,New arrival
6071,393,2025-02-21 10:51:32.626493,Return,16,Warehouse_B,263.2,Clearance
6072,10,2025-05-09 10:51:32.626564,Sale,85,Warehouse_C,138.01,Seasonal stock
6073,349,2025-01-24 10:51:32.626631,Adjustment,-7,Warehouse_B,360.72,New arrival
6074,220,2025-04-15 10:51:32.626698,Adjustment,81,Warehouse_A,488.91,Clearance
6075,356,2025-06-23 10:51:32.626767,Return,0,Warehouse_C,170.4,New arrival
6076,68,2025-02-27 10:51:32.626837,Purchase,-4,Warehouse_C,189.65,Regular movement
6077,385,2025-06-01 10:51:32.626905,Adjustment,-65,Warehouse_A,260.64,Seasonal stock
6078,141,2025-05-13 10:51:32.626984,Purchase,13,Warehouse_A,188.23,Seasonal stock
6079,303,2024-11-29 10:51:32.627055,Purchase,-41,Warehouse_A,189.35,Regular movement
6080,109,2024-09-02 10:51:32.627127,Purchase,82,Warehouse_A,192.68,Clearance
6081,464,2024-12-29 10:51:32.627205,Adjustment,-84,Warehouse_A,49.2,New arrival
6082,423,2024-12-02 10:51:32.627275,Return,-99,Warehouse_B,235.72,Seasonal stock
6083,43,2024-09-01 10:51:32.627345,Sale,-56,Warehouse_C,304.69,Regular movement
6084,80,2024-09-25 10:51:32.627414,Sale,-83,Warehouse_A,240.9,New arrival
6085,360,2025-02-19 10:51:32.627484,Sale,16,Warehouse_B,85.83,Seasonal stock
6086,203,2025-08-17 10:51:32.627556,Adjustment,46,Warehouse_A,467.23,Regular movement
6087,248,2025-01-27 10:51:32.627625,Purchase,55,Warehouse_B,94.66,New arrival
6088,284,2025-01-04 10:51:32.627695,Adjustment,-60,Warehouse_C,112.8,Seasonal stock
6089,381,2024-08-26 10:51:32.627762,Purchase,26,Warehouse_B,187.12,Clearance
6090,17,2024-08-21 10:51:32.627834,Adjustment,86,Warehouse_A,231.78,Seasonal stock
6091,378,2025-07-05 10:51:32.627902,Purchase,53,Warehouse_A,81.54,Seasonal stock
6092,130,2025-04-04 10:51:32.627972,Adjustment,-14,Warehouse_C,178.91,New arrival
6093,323,2025-04-14 10:51:32.628041,Sale,-66,Warehouse_B,460.1,Seasonal stock
6094,167,2024-12-29 10:51:32.628111,Sale,86,Warehouse_A,129.45,Regular movement
6095,66,2025-08-08 10:51:32.628178,Purchase,92,Warehouse_B,251.45,Clearance
6096,487,2025-03-16 10:51:32.628247,Adjustment,-27,Warehouse_B,246.54,Seasonal stock
6097,385,2024-11-14 10:51:32.628314,Return,-22,Warehouse_C,260.64,Regular movement
6098,98,2025-04-10 10:51:32.628385,Return,60,Warehouse_C,397.78,New arrival
6099,91,2024-12-26 10:51:32.628455,Return,-50,Warehouse_C,469.47,Seasonal stock
6100,201,2024-10-11 10:51:32.628524,Return,73,Warehouse_B,315.45,New arrival
6101,340,2024-09-18 10:51:32.628594,Return,-98,Warehouse_B,86.55,Regular movement
6102,16,2024-12-30 10:51:32.628664,Sale,13,Warehouse_B,222.08,Clearance
6103,338,2025-07-21 10:51:32.628732,Return,-48,Warehouse_B,418.46,New arrival
6104,451,2025-03-30 10:51:32.628800,Return,42,Warehouse_C,389.13,Regular movement
6105,321,2025-06-07 10:51:32.628868,Return,-59,Warehouse_B,125.3,Clearance
6106,319,2024-11-27 10:51:32.628937,Adjustment,-43,Warehouse_B,18.21,Seasonal stock
6107,138,2024-12-26 10:51:32.629007,Sale,-38,Warehouse_B,485.51,New arrival
6108,196,2025-02-15 10:51:32.629074,Purchase,57,Warehouse_A,59.51,Clearance
6109,239,2025-05-10 10:51:32.629141,Purchase,88,Warehouse_C,110.78,Seasonal stock
6110,20,2024-09-30 10:51:32.629208,Purchase,80,Warehouse_A,385.43,Regular movement
6111,401,2025-05-21 10:51:32.629277,Return,-93,Warehouse_B,445.81,Regular movement
6112,127,2024-10-20 10:51:32.629344,Sale,22,Warehouse_C,302.75,Clearance
6113,192,2025-02-26 10:51:32.629413,Adjustment,58,Warehouse_A,394.63,New arrival
6114,335,2024-09-13 10:51:32.629481,Purchase,30,Warehouse_A,276.69,Clearance
6115,336,2025-06-08 10:51:32.629549,Purchase,-29,Warehouse_B,460.76,Regular movement
6116,161,2025-07-22 10:51:32.629621,Adjustment,97,Warehouse_B,158.28,Seasonal stock
6117,256,2024-10-04 10:51:32.629690,Return,-63,Warehouse_B,148.8,Regular movement
6118,136,2025-05-09 10:51:32.629768,Return,99,Warehouse_A,51.01,New arrival
6119,420,2025-04-17 10:51:32.629839,Purchase,81,Warehouse_C,86.49,Seasonal stock
6120,432,2025-04-12 10:51:32.629911,Return,-93,Warehouse_C,41.93,Regular movement
6121,262,2024-12-29 10:51:32.629980,Return,-21,Warehouse_B,335.05,Clearance
6122,308,2025-04-07 10:51:32.630050,Sale,-9,Warehouse_B,347.08,Seasonal stock
6123,180,2025-07-28 10:51:32.630118,Sale,-27,Warehouse_C,308.06,Seasonal stock
6124,241,2025-01-20 10:51:32.630187,Adjustment,-56,Warehouse_A,294.73,Regular movement
6125,86,2025-01-30 10:51:32.630257,Sale,76,Warehouse_C,312.73,Clearance
6126,124,2025-08-13 10:51:32.630326,Adjustment,-52,Warehouse_C,321.96,Seasonal stock
6127,194,2025-06-19 10:51:32.630395,Adjustment,-85,Warehouse_C,187.85,New arrival
6128,385,2024-09-05 10:51:32.630464,Sale,35,Warehouse_A,260.64,Clearance
6129,241,2024-12-18 10:51:32.630531,Adjustment,73,Warehouse_C,294.73,Clearance
6130,161,2025-08-16 10:51:32.630600,Purchase,-61,Warehouse_B,158.28,Regular movement
6131,19,2025-04-28 10:51:32.630668,Purchase,63,Warehouse_B,491.35,New arrival
6132,222,2024-12-15 10:51:32.630736,Adjustment,-25,Warehouse_C,338.2,Seasonal stock
6133,372,2025-02-21 10:51:32.630805,Sale,99,Warehouse_A,101.08,New arrival
6134,484,2024-09-15 10:51:32.630872,Return,-77,Warehouse_A,170.47,New arrival
6135,383,2025-03-15 10:51:32.630941,Purchase,60,Warehouse_B,368.34,Regular movement
6136,455,2025-02-25 10:51:32.631007,Adjustment,-28,Warehouse_C,199.31,New arrival
6137,337,2025-05-07 10:51:32.631077,Sale,7,Warehouse_A,177.82,Seasonal stock
6138,468,2025-06-30 10:51:32.631145,Sale,20,Warehouse_B,120.74,New arrival
6139,307,2024-12-31 10:51:32.631217,Return,48,Warehouse_B,37.69,Clearance
6140,395,2025-07-02 10:51:32.631284,Sale,-75,Warehouse_C,82.77,New arrival
6141,119,2025-01-30 10:51:32.631355,Return,-47,Warehouse_A,33.51,Clearance
6142,453,2024-09-04 10:51:32.631425,Return,10,Warehouse_B,168.35,Regular movement
6143,1,2025-08-04 10:51:32.631494,Adjustment,98,Warehouse_B,374.98,New arrival
6144,408,2025-07-02 10:51:32.631565,Return,75,Warehouse_C,319.4,New arrival
6145,271,2025-01-02 10:51:32.631633,Adjustment,87,Warehouse_C,356.39,Regular movement
6146,384,2024-11-21 10:51:32.631703,Return,-82,Warehouse_A,55.17,Regular movement
6147,407,2025-07-08 10:51:32.631775,Return,0,Warehouse_C,193.06,Clearance
6148,397,2024-09-04 10:51:32.631846,Sale,6,Warehouse_B,50.26,Regular movement
6149,304,2025-01-11 10:51:32.631916,Adjustment,63,Warehouse_A,225.69,New arrival
6150,13,2024-12-07 10:51:32.631985,Return,-22,Warehouse_A,53.22,New arrival
6151,161,2025-07-28 10:51:32.632054,Sale,-21,Warehouse_A,158.28,New arrival
6152,250,2024-09-10 10:51:32.632121,Adjustment,21,Warehouse_B,218.74,Seasonal stock
6153,268,2025-03-03 10:51:32.632191,Return,-6,Warehouse_A,128.11,Regular movement
6154,187,2025-04-21 10:51:32.632260,Return,-47,Warehouse_B,202.63,Regular movement
6155,445,2024-11-13 10:51:32.632331,Return,13,Warehouse_C,317.01,Regular movement
6156,141,2025-01-01 10:51:32.632400,Sale,89,Warehouse_A,188.23,Regular movement
6157,93,2025-04-11 10:51:32.632469,Return,-38,Warehouse_C,196.87,Regular movement
6158,213,2025-07-04 10:51:32.632537,Purchase,73,Warehouse_B,163.6,New arrival
6159,324,2025-04-04 10:51:32.632610,Return,-68,Warehouse_A,161.17,Clearance
6160,299,2024-11-22 10:51:32.632678,Adjustment,25,Warehouse_B,451.39,Clearance
6161,376,2025-01-11 10:51:32.632745,Sale,13,Warehouse_B,485.16,Clearance
6162,54,2025-02-11 10:51:32.632812,Return,-49,Warehouse_C,340.72,New arrival
6163,293,2025-07-19 10:51:32.632882,Purchase,46,Warehouse_B,387.46,Regular movement
6164,52,2024-11-26 10:51:32.632951,Sale,-76,Warehouse_C,152.29,New arrival
6165,416,2024-09-16 10:51:32.633019,Return,7,Warehouse_A,107.96,Clearance
6166,228,2025-02-13 10:51:32.633088,Adjustment,-64,Warehouse_C,272.97,Regular movement
6167,43,2025-02-03 10:51:32.633155,Sale,22,Warehouse_A,304.69,New arrival
6168,251,2025-07-12 10:51:32.633224,Purchase,-28,Warehouse_A,302.09,New arrival
6169,458,2024-11-19 10:51:32.633294,Sale,62,Warehouse_B,422.42,Regular movement
6170,36,2025-03-22 10:51:32.633366,Purchase,46,Warehouse_C,427.24,Regular movement
6171,231,2025-08-18 10:51:32.633434,Purchase,46,Warehouse_B,442.6,Clearance
6172,154,2025-04-10 10:51:32.633502,Return,-99,Warehouse_A,388.8,Seasonal stock
6173,337,2024-08-23 10:51:32.633569,Adjustment,94,Warehouse_B,177.82,Clearance
6174,170,2024-11-27 10:51:32.633637,Adjustment,75,Warehouse_B,386.37,Seasonal stock
6175,154,2025-02-24 10:51:32.633704,Purchase,26,Warehouse_B,388.8,Clearance
6176,102,2025-01-15 10:51:32.633772,Return,32,Warehouse_C,391.04,New arrival
6177,429,2024-08-20 10:51:32.633840,Purchase,6,Warehouse_B,104.97,Clearance
6178,66,2024-11-27 10:51:32.633908,Purchase,16,Warehouse_C,251.45,Regular movement
6179,415,2025-02-12 10:51:32.633977,Purchase,-42,Warehouse_C,44.7,Regular movement
6180,431,2024-12-22 10:51:32.634045,Sale,-11,Warehouse_C,475.68,Clearance
6181,329,2024-10-04 10:51:32.634113,Return,-39,Warehouse_C,330.93,Clearance
6182,381,2025-01-27 10:51:32.634183,Return,-9,Warehouse_A,187.12,Seasonal stock
6183,26,2024-09-30 10:51:32.634251,Return,71,Warehouse_B,490.45,New arrival
6184,354,2024-12-25 10:51:32.634323,Adjustment,41,Warehouse_B,94.18,Regular movement
6185,148,2025-02-25 10:51:32.634391,Adjustment,-29,Warehouse_B,102.65,Seasonal stock
6186,222,2025-07-09 10:51:32.634459,Adjustment,-98,Warehouse_A,338.2,Clearance
6187,68,2025-03-13 10:51:32.634526,Adjustment,-28,Warehouse_C,189.65,New arrival
6188,135,2024-09-13 10:51:32.634593,Purchase,-50,Warehouse_B,378.74,Seasonal stock
6189,357,2025-01-29 10:51:32.634665,Return,59,Warehouse_B,376.95,Seasonal stock
6190,88,2025-07-01 10:51:32.634815,Adjustment,25,Warehouse_C,89.09,New arrival
6191,485,2024-12-26 10:51:32.634915,Adjustment,37,Warehouse_B,395.68,Seasonal stock
6192,205,2025-04-12 10:51:32.634999,Adjustment,-17,Warehouse_C,362.97,New arrival
6193,398,2025-03-16 10:51:32.635078,Purchase,37,Warehouse_B,306.53,Seasonal stock
6194,179,2025-02-21 10:51:32.635152,Purchase,26,Warehouse_A,144.67,Seasonal stock
6195,318,2025-04-12 10:51:32.635223,Adjustment,47,Warehouse_B,421.57,Seasonal stock
6196,434,2024-10-31 10:51:32.635298,Purchase,27,Warehouse_C,125.82,Clearance
6197,193,2025-01-11 10:51:32.635369,Sale,86,Warehouse_C,153.33,Regular movement
6198,383,2025-08-01 10:51:32.635441,Return,-17,Warehouse_A,368.34,Seasonal stock
6199,168,2025-02-01 10:51:32.635512,Sale,62,Warehouse_C,89.54,Regular movement
6200,260,2025-08-10 10:51:32.635582,Adjustment,24,Warehouse_C,417.76,Seasonal stock
6201,133,2024-12-31 10:51:32.635651,Return,48,Warehouse_C,12.54,Regular movement
6202,403,2025-08-11 10:51:32.635724,Purchase,-82,Warehouse_A,312.68,Clearance
6203,167,2025-03-19 10:51:32.635795,Purchase,95,Warehouse_B,129.45,Clearance
6204,468,2025-03-13 10:51:32.635864,Sale,100,Warehouse_A,120.74,Seasonal stock
6205,123,2024-10-06 10:51:32.635939,Return,60,Warehouse_B,231.33,New arrival
6206,453,2025-06-26 10:51:32.636008,Return,32,Warehouse_B,168.35,Clearance
6207,111,2025-03-08 10:51:32.636079,Purchase,16,Warehouse_C,268.81,New arrival
6208,136,2025-06-28 10:51:32.636150,Purchase,65,Warehouse_A,51.01,New arrival
6209,135,2024-09-18 10:51:32.636220,Sale,-59,Warehouse_B,378.74,New arrival
6210,109,2025-01-17 10:51:32.636290,Sale,-40,Warehouse_A,192.68,Regular movement
6211,441,2025-04-04 10:51:32.636361,Return,78,Warehouse_C,424.75,Clearance
6212,184,2025-06-05 10:51:32.636433,Purchase,-98,Warehouse_A,216.26,New arrival
6213,50,2024-10-24 10:51:32.636502,Adjustment,-98,Warehouse_A,479.1,Regular movement
6214,283,2025-07-28 10:51:32.636576,Adjustment,-45,Warehouse_C,466.96,Clearance
6215,386,2025-06-28 10:51:32.636647,Adjustment,28,Warehouse_B,25.21,Regular movement
6216,150,2024-08-28 10:51:32.636717,Return,38,Warehouse_C,373.0,Clearance
6217,175,2024-12-30 10:51:32.636785,Return,26,Warehouse_B,10.65,New arrival
6218,329,2024-10-28 10:51:32.636855,Sale,-74,Warehouse_B,330.93,Clearance
6219,123,2025-07-19 10:51:32.636923,Sale,-79,Warehouse_A,231.33,Clearance
6220,239,2025-08-09 10:51:32.636993,Purchase,40,Warehouse_B,110.78,New arrival
6221,456,2024-09-29 10:51:32.637063,Purchase,-1,Warehouse_A,452.07,Seasonal stock
6222,499,2025-04-27 10:51:32.637133,Purchase,-8,Warehouse_C,446.76,Regular movement
6223,370,2025-05-18 10:51:32.637203,Adjustment,-3,Warehouse_A,431.5,Seasonal stock
6224,443,2024-09-27 10:51:32.637275,Purchase,-32,Warehouse_B,377.43,Regular movement
6225,423,2025-04-09 10:51:32.637343,Purchase,-63,Warehouse_C,235.72,Clearance
6226,228,2024-09-09 10:51:32.637412,Adjustment,-53,Warehouse_C,272.97,New arrival
6227,271,2025-06-02 10:51:32.637481,Return,-49,Warehouse_A,356.39,New arrival
